species,order,family,pop,author,class,region,location,lon,lat,hybrid,island,habitat_type,doi_data,doi_paper,num_individuals,num_loci,gene_diversity,allelic_richness,global_fst,Ne,Ne_lower,Ne_upper,migratory_bird
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK15,Moussy,mammal,Europe,UK,-2.35,51.42,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,39,NA,0.604733727810651,3.59206687290399,0.0576014206811389,403.3,54.3,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK1,Moussy,mammal,Europe,UK,0.98,51.21,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,57,NA,0.600092336103417,3.64310192304742,0.0686540245388181,86.7,42.7,419.4,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK4,Moussy,mammal,Europe,UK,-0.13,50.85,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,68,NA,0.634180363321799,3.75060268724566,0.0171562407579661,42.3,27.7,71.8,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK6,Moussy,mammal,Europe,UK,-0.45,50.95,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,16,NA,0.5765625,3.42692929744805,0.0844095994454569,16.4,5.5,641.1,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_FR,Moussy,mammal,Europe,France,2.4,47.1,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,19,NA,0.614404432132964,3.94566497256862,0.0292603551742353,NA,48.4,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK5,Moussy,mammal,Europe,UK,-0.18,50.94,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,8,NA,0.6328125,3.82814685314685,-0.0384135030679575,NA,6.3,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK24,Moussy,mammal,Europe,UK,-2.9,50.92,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,15,NA,0.577777777777778,3.32460347581787,0.0805023046482112,24.6,8.3,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK17,Moussy,mammal,Europe,UK,-2.86,51.32,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,21,NA,0.632426303854875,3.63267398484494,0.00335174085033463,42.1,14.6,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_GG,Moussy,mammal,Asia,Georgia,45.11,41.45,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,15,NA,0.622222222222222,4.23508867943651,0.00977171269807364,26,5.5,NA,NA
Lasionycteris_noctivagans,Chiroptera,Vespertilionidae,Baerwald_Alberta_Lano,Baerwald,mammal,NorthAmerica,Canada_USA,-113.79666,49.58444,0,0,terrestrial,10.5061/dryad.4d3n1,10.1093/jmammal/gyv135,87,18,0.8256,5.472118,NA,350,190.1,1482.1,NA
